	plan_id	state	metal_level	rate	rate_area
4901	86229XM9658628	FL	Silver	293.72	43
12294	06042OS9659539	FL	Silver	293.96	26
2333	46349MK8216159	FL	Silver	294.13	16
877	72455IK1379484	FL	Silver	294.24	43
22192	82043RF1465337	FL	Silver	294.42	47
472	70126ZA0180302	FL	Silver	294.44	17
8784	45160KT6763266	FL	Silver	294.44	45
18099	21835QB9802949	FL	Silver	294.44	54
20111	76581HE0307681	FL	Silver	294.44	2
21814	88465YX0349883	FL	Silver	294.44	10
11038	54612MP0146833	FL	Silver	294.73	5
180	36580JX6064512	FL	Silver	294.87	10
6470	27936OJ6457742	FL	Silver	294.87	54
8623	50509SG6519149	FL	Silver	294.87	2
13178	60930QR0631025	FL	Silver	294.87	45
16333	11997GN7743873	FL	Silver	294.87	17
5521	40842NJ7366268	FL	Silver	294.93	41
1193	06821AP0672238	FL	Silver	294.97	15
6406	43980GY0549693	FL	Silver	295.13	11
3388	21428YN9188256	FL	Silver	295.72	43
3546	94185WK1369537	FL	Silver	295.8	28
11243	77590LR1992375	FL	Silver	295.85	49
12387	31919TV2842428	FL	Silver	295.98	3
16072	58439SE5910699	FL	Silver	296.15	36
18569	31660CH8299087	FL	Silver	296.58	36
20299	35465II7962797	FL	Silver	297.02	1
17359	20677XV1485296	FL	Silver	297.45	6
20791	24965JH0270976	FL	Silver	297.46	50
9755	16177SN2875948	FL	Silver	297.51	46
18270	38399DF9056499	FL	Silver	297.51	53
4070	47698YA1413719	FL	Silver	297.62	58
5845	49684KE6062884	FL	Silver	298.24	2
15467	00287KI9592822	FL	Silver	298.47	8
20891	02233BE3056308	FL	Silver	298.47	41
19720	07230LG8635662	FL	Silver	298.77	9
4273	08354TO1785295	FL	Silver	299.46	55
6957	89514CV8034325	FL	Silver	299.74	10
17440	74554TJ8859425	FL	Silver	299.98	6
21028	20943EU3465893	FL	Silver	300.4	6
12262	44887GA7973624	FL	Silver	300.75	57
14395	59011DH7611946	FL	Silver	300.84	6
12086	66390SC1410078	FL	Silver	301.29	60
3946	97195BH1878010	FL	Silver	301.41	53
19593	91235HD3355826	FL	Silver	301.46	58
17731	61474CJ8742653	FL	Silver	301.66	43
18407	24251TN4805356	FL	Silver	301.86	45
4568	68142ZA0164840	FL	Silver	302.04	30
9520	95296GU1302418	FL	Silver	302.17	27
7332	01817US4284500	FL	Silver	302.98	6
1263	14461PN6865667	FL	Silver	302.99	43
20837	51333NU0920194	FL	Silver	302.99	50
14168	69907TN1616225	FL	Silver	303.0	43
19082	20153LM7415328	FL	Silver	303.08	34
10256	22570EL0354562	FL	Silver	303.6	43
14144	96222LC4465002	FL	Silver	304.13	48
3637	08779LU6115559	FL	Silver	304.21	67
9852	64325QW8410114	FL	Silver	304.41	34
171	67938RK0802630	FL	Silver	304.81	30
21390	21589EV4936641	FL	Silver	304.81	5
9382	88189MN1955498	FL	Silver	305.18	37
11374	53717XI3165199	FL	Silver	305.2	39
8488	92444OP7643936	FL	Silver	305.37	16
10518	85049WQ1721228	FL	Silver	305.46	65
17609	50121HK0509814	FL	Silver	305.46	62
22210	70745CB7760980	FL	Silver	305.46	32
7770	34609DP3715032	FL	Silver	305.57	41
15845	17006DW3305620	FL	Silver	305.99	8
19288	31744DM4204258	FL	Silver	306.07	19
4515	67200PZ1395707	FL	Silver	306.08	51
22057	48635KD7454697	FL	Silver	306.3	13
9874	45518XN6069982	FL	Silver	306.43	6
18760	03350KS5423894	FL	Silver	306.55	4
14250	31029SG0514614	FL	Silver	306.63	37
15269	68027MJ8305420	FL	Silver	306.75	5
18251	40791XB7449539	FL	Silver	306.75	30
14600	64915SO2535160	FL	Silver	307.1	26
9138	85792QX4306023	FL	Silver	307.18	42
5293	12346KV4177373	FL	Silver	307.25	40
4025	62300DN6491639	FL	Silver	307.34	30
17837	45946FW3188632	FL	Silver	307.34	5
12095	67625BO7935073	FL	Silver	307.53	4
4812	94957IF5646617	FL	Silver	308.0	34
17869	50463GF1454945	FL	Silver	308.05	28
8508	41042LC9238092	FL	Silver	308.12	7
15046	69078BS0287897	FL	Silver	308.24	6
14605	71787UG4506642	FL	Silver	308.36	11
63	51027OY4244569	FL	Silver	308.61	50
21007	64872ML7821518	FL	Silver	308.85	6
949	01864RZ3676215	FL	Silver	308.99	43
17189	54443JO5092173	FL	Silver	309.02	56
21438	98576ZD7183621	FL	Silver	309.02	28
6559	93463IR6513507	FL	Silver	309.44	43
16011	67650ZX9726907	FL	Silver	309.75	9
12307	48529MY3099740	FL	Silver	309.77	1
19590	90751RO7602503	FL	Silver	309.93	36
21468	75507XR8821848	FL	Silver	309.99	50
7832	98566HB2008471	FL	Silver	310.12	40
1389	52501HN7438529	FL	Silver	310.48	56
15065	45580SE3562174	FL	Silver	310.48	10
17377	24545NC9016486	FL	Silver	310.94	26
6309	77448QN7768061	FL	Silver	311.35	61
9953	79511EG0247933	FL	Silver	311.95	52
6350	47539LD8704234	FL	Silver	312.04	12
17478	71864SJ8104090	FL	Silver	312.12	53
20972	85498VI2128871	FL	Silver	312.31	15
6584	40272UZ0412965	FL	Silver	312.52	9
7708	44095IC0907281	FL	Silver	312.58	53
10528	71115VX7713627	FL	Silver	312.62	6
2087	03001ZJ5833182	FL	Silver	312.63	50
16746	82472OH6395974	FL	Silver	312.67	9
6161	64574QH6598643	FL	Silver	313.12	49
14275	77300MU9010056	FL	Silver	313.31	54
11250	15455OT6848621	FL	Silver	313.52	50
16743	32892ID1755677	FL	Silver	313.76	48
6746	17644ZW8430040	FL	Silver	313.78	66
428	57570LV1557884	FL	Silver	313.79	52
17526	26067WX7862153	FL	Silver	313.97	6
17101	29766PF1709880	FL	Silver	314.09	22
9615	12422HF6948607	FL	Silver	314.6	6
8452	87892FM0609405	FL	Silver	314.69	27
21413	10061QF0516174	FL	Silver	314.72	25
8322	44695NI8571573	FL	Silver	315.15	27
1368	60474GC9189432	FL	Silver	315.25	8
20708	85652VH8808333	FL	Silver	315.42	26
13917	86493HH7719116	FL	Silver	315.46	4
8022	78497IU3231555	FL	Silver	315.49	64
13686	97113AY4353912	FL	Silver	315.53	30
10655	49003FV8510352	FL	Silver	315.75	50
6464	65613MC0227027	FL	Silver	316.12	64
9428	81099EK9167930	FL	Silver	316.18	6
4295	36918FT2376983	FL	Silver	316.38	51
19452	76306UM8328197	FL	Silver	316.58	64
10476	45955NQ5135783	FL	Silver	316.92	5
13143	33305YY4647819	FL	Silver	316.92	30
258	18159RF1695511	FL	Silver	317.02	31
1488	77149WQ5441514	FL	Silver	317.03	22
10841	59519EH8945300	FL	Silver	317.08	35
8196	25048JU8457024	FL	Silver	317.29	11
17498	57498BJ0842056	FL	Silver	317.45	5
10593	79924XI9197377	FL	Silver	317.54	20
2473	29187SF2326898	FL	Silver	318.27	29
16573	12110AW2095133	FL	Silver	318.27	47
6272	47611RQ0564723	FL	Silver	318.6	5
6344	77975IB0982530	FL	Silver	318.6	14
8860	81218GT1910701	FL	Silver	318.69	48
10433	30603VJ3641221	FL	Silver	318.69	34
16655	24415SL9177401	FL	Silver	318.69	49
20329	29638JD1527142	FL	Silver	318.69	57
9605	72188VG6562216	FL	Silver	318.83	28
9690	42267SQ7321891	FL	Silver	318.83	51
14187	50060PO7621999	FL	Silver	318.83	60
14927	92334JC0639821	FL	Silver	318.83	52
21979	51140SU2343444	FL	Silver	318.83	26
1868	35020GQ8534728	FL	Silver	319.15	49
13524	48481BJ7101401	FL	Silver	319.15	48
16349	60934DO0828587	FL	Silver	319.15	57
20871	73449US9551456	FL	Silver	319.15	34
295	56844TY0435030	FL	Silver	319.35	50
13379	51663PP8399722	FL	Silver	319.53	60
8884	39030DQ4639262	FL	Silver	319.75	51
7245	36209PH7143567	FL	Silver	319.81	49
19183	90536AS7047689	FL	Silver	320.01	17
3333	74443LX9579499	FL	Silver	320.76	2
450	72297FF0266191	FL	Silver	320.94	30
16449	55701GL1512317	FL	Silver	320.94	5
15095	59935MN9461779	FL	Silver	321.08	1
17292	12494LX8895986	FL	Silver	321.23	50
570	08229TS0998487	FL	Silver	321.28	30
17614	11539CB9488561	FL	Silver	321.28	5
14312	72461TY3180281	FL	Silver	321.43	13
11744	60258YF8340059	FL	Silver	321.49	56
17974	88195VM5938273	FL	Silver	321.49	42
955	18005WN0369179	FL	Silver	321.73	58
14293	58846WF1063307	FL	Silver	321.78	64
15235	46699IV5400959	FL	Silver	321.87	50
7714	64178TH2700712	FL	Silver	321.9	5
18127	92784QC4654868	FL	Silver	321.9	30
732	02677JE1933524	FL	Silver	321.99	21
20137	19644WL3717484	FL	Silver	322.13	61
19682	81933EL3772434	FL	Silver	322.4	2
14729	12152FH2080646	FL	Silver	322.78	57
11955	13696AZ7164556	FL	Silver	323.3	3
17362	42952LH5776968	FL	Silver	323.32	27
11724	67783LQ3721490	FL	Silver	323.57	5
19705	88364BZ2254563	FL	Silver	323.57	30
19043	50088KP9254589	FL	Silver	323.58	9
336	43255FQ3482976	FL	Silver	323.77	5
15402	37867EO2100944	FL	Silver	323.77	30
10812	65494ON9234998	FL	Silver	323.96	6
11483	17698SI7358473	FL	Silver	324.02	10
16999	12007UG2056498	FL	Silver	324.06	16
21899	06933JL2418828	FL	Silver	324.35	10
3758	05067EJ8586381	FL	Silver	324.61	15
4465	66949PE7734454	FL	Silver	324.61	14
6289	30890FF2230413	FL	Silver	324.61	63
6901	40088EU9928048	FL	Silver	324.61	2
7348	71388TN6513547	FL	Silver	324.61	12
7780	64683BO4227594	FL	Silver	324.61	20
8304	45423ZS8946910	FL	Silver	324.61	9
10334	65509UJ1712178	FL	Silver	324.61	37
13725	69326VB8645466	FL	Silver	324.61	41
13845	69554FX0940183	FL	Silver	324.61	33
14723	95562GU4975787	FL	Silver	324.61	58
16507	10591EK4117142	FL	Silver	324.61	10
17213	37741WI1025644	FL	Silver	324.61	23
17273	24925XU5906179	FL	Silver	324.61	45
17538	80334GD5375503	FL	Silver	324.61	12
18581	18462JT3021866	FL	Silver	324.61	4
19605	93885VD6095564	FL	Silver	324.61	1
20549	35688HI5901980	FL	Silver	324.61	6
21732	16257WN4884810	FL	Silver	324.61	61
13461	94084VK8325056	FL	Silver	324.73	6
3738	26660OR9295451	FL	Silver	324.86	30
21949	94391SF1386614	FL	Silver	324.86	5
22095	10879WN0053367	FL	Silver	324.96	42
11067	33265UX1771969	FL	Silver	324.97	46
648	93182ST7170707	FL	Silver	324.98	60
2790	57953KY3955512	FL	Silver	324.98	28
9432	64919LI1426115	FL	Silver	324.98	52
17164	81431LP1864270	FL	Silver	324.98	51
21389	08725HM4880919	FL	Silver	324.98	26
2569	55264WZ3132202	FL	Silver	325.11	57
6595	29734PF2829470	FL	Silver	325.16	11
578	02209VV8739886	FL	Silver	325.6	62
4086	55360TH1235876	FL	Silver	325.6	29
4219	86866GX3512631	FL	Silver	325.6	22
8813	39123DO4406555	FL	Silver	325.6	3
10218	92123QE7316087	FL	Silver	325.6	67
10226	81074ZJ4304396	FL	Silver	325.6	55
11197	77609ZN2964461	FL	Silver	325.6	36
11234	99851JQ2947918	FL	Silver	325.6	46
11523	80184WN5175740	FL	Silver	325.6	18
13055	02028KF6651534	FL	Silver	325.6	38
13674	41742KV1795195	FL	Silver	325.6	32
14394	50770YI7141240	FL	Silver	325.6	66
15145	68698VP4718608	FL	Silver	325.6	31
15827	09456SQ1926927	FL	Silver	325.6	19
17765	71909LU8360539	FL	Silver	325.6	7
19755	91585NU8234657	FL	Silver	325.6	39
20589	91430ET2263851	FL	Silver	325.6	16
21084	45236QA9595659	FL	Silver	325.6	65
3730	07450XX5045937	FL	Silver	325.78	30
13609	83590ZB6238106	FL	Silver	325.78	5
16707	06965LP7477458	FL	Silver	325.8	50
10928	23673HB1353142	FL	Silver	325.82	53
20481	93089FC5279438	FL	Silver	325.89	52
554	47588BP7079703	FL	Silver	326.02	3
15533	28661ZM6079036	FL	Silver	326.27	15
18128	79265TW9748937	FL	Silver	326.31	45
3115	93629DC8894806	FL	Silver	326.65	1
7382	77126ID4876956	FL	Silver	326.65	27
2219	89102VO5895846	FL	Silver	326.86	5
11061	28563TT1065339	FL	Silver	326.86	30
21280	97182UG6290609	FL	Silver	327.08	59
2651	53244LT7820658	FL	Silver	327.11	53
11614	48029FQ0512104	FL	Silver	327.2	50
6115	63400OR2497937	FL	Silver	327.43	10
12568	64921KH8501985	FL	Silver	327.62	34
17069	12171PE7561532	FL	Silver	327.8	66
3222	93911QX7152197	FL	Silver	327.86	50
3969	26476NL1276073	FL	Silver	327.87	8
7618	37984XE3959000	FL	Silver	327.87	41
11253	66821PQ7633373	FL	Silver	328.32	7
13511	80395MS5323416	FL	Silver	328.49	5
7987	28358FD4872273	FL	Silver	328.74	37
9761	54960GO0638193	FL	Silver	328.84	46
13919	36420OY9756065	FL	Silver	329.34	8
9390	24795TU3092131	FL	Silver	329.51	50
1701	09102ZX6333023	FL	Silver	329.53	18
2916	42219KH3192835	FL	Silver	329.53	29
5564	60049XC4998519	FL	Silver	329.53	14
10978	37079BT9270525	FL	Silver	329.53	31
17567	72679FZ1002416	FL	Silver	329.53	38
5620	95629GK3539485	FL	Silver	329.58	18
14081	61929IF1840829	FL	Silver	329.81	9
9705	41193NC7346905	FL	Silver	329.92	39
13120	02933XN3840615	FL	Silver	329.93	55
21796	87192GT1924555	FL	Silver	330.1	16
16790	16323YH3879821	FL	Silver	330.13	4
5289	69245AK8509717	FL	Silver	330.3	9
810	28124YO5407204	FL	Silver	330.42	39
8118	67061OL0177558	FL	Silver	330.42	67
2671	75781TN2074218	FL	Silver	330.79	8
2149	28857HD0010579	FL	Silver	330.86	19
864	34730SK7142463	FL	Silver	330.9	2
885	75343SN5741793	FL	Silver	330.9	41
2799	20487VY4840065	FL	Silver	330.9	63
3332	35107ZY4829518	FL	Silver	330.9	61
3748	06652HW3012332	FL	Silver	330.9	1
5137	36204OD1567729	FL	Silver	330.9	23
5346	81567KU6698326	FL	Silver	330.9	9
6420	85158DF3073088	FL	Silver	330.9	37
8306	98738QH4016778	FL	Silver	330.9	15
9485	06672RQ6303178	FL	Silver	330.9	58
12047	83179HL1770897	FL	Silver	330.9	12
12212	42611GV3081403	FL	Silver	330.9	14
12803	66380BX1150906	FL	Silver	330.9	10
15994	32321RO7417644	FL	Silver	330.9	20
17777	26943FK0455851	FL	Silver	330.9	4
20832	36854VH2747008	FL	Silver	330.9	33
21429	07206OR3551627	FL	Silver	330.9	45
1243	83988JH8322098	FL	Silver	330.98	60
4566	71900HS8008015	FL	Silver	331.12	13
7121	32706MF0574724	FL	Silver	331.46	37
16428	01265PI7119676	FL	Silver	331.64	5
1150	71721YO4785927	FL	Silver	331.67	15
3370	53000JK2001988	FL	Silver	331.67	62
8153	19897DP8904733	FL	Silver	331.67	16
12985	55163LV6965909	FL	Silver	331.67	35
530	52206HI1570237	FL	Silver	331.91	7
2086	43297FW1959519	FL	Silver	331.91	32
2283	04532XM9210143	FL	Silver	331.91	62
3082	14563OZ0911138	FL	Silver	331.91	29
4779	43660HY5768768	FL	Silver	331.91	3
5855	06637SH4746875	FL	Silver	331.91	55
6795	31390WU6274044	FL	Silver	331.91	19
7270	46452HL5392162	FL	Silver	331.91	36
8257	50807GU4251891	FL	Silver	331.91	39
8333	09804IC0278838	FL	Silver	331.91	18
9007	71948UT9266829	FL	Silver	331.91	66
10785	79836VF6179619	FL	Silver	331.91	38
13171	67685DT8910917	FL	Silver	331.91	16
14770	53559OX5269236	FL	Silver	331.91	46
16226	62482IX1244951	FL	Silver	331.91	22
17177	20432PK5264219	FL	Silver	331.91	31
19169	25839LQ0665201	FL	Silver	331.91	67
20604	55532KK9828455	FL	Silver	331.91	65
3423	72743WE0351561	FL	Silver	332.02	55
10261	53363EW0035204	FL	Silver	332.09	36
12951	03300LT0202341	FL	Silver	332.13	58
393	71530HF0312320	FL	Silver	332.14	64
2300	70991UI5915978	FL	Silver	332.14	5
19660	61196GW1080180	FL	Silver	332.14	17
21748	76612EN1587723	FL	Silver	332.14	57
15870	18193UG7070490	FL	Silver	332.51	34
20531	80650QY4014591	FL	Silver	332.51	23
9861	75765UW6733842	FL	Silver	333.49	24
2985	04903DB3743954	FL	Silver	333.52	42
7922	42709NO7563935	FL	Silver	333.52	59
18971	90713HC0627212	FL	Silver	333.52	47
12249	55540NL9769338	FL	Silver	333.77	41
3151	48861NC3404806	FL	Silver	334.01	59
4682	71418JQ0043085	FL	Silver	334.01	47
19449	87369KD6002138	FL	Silver	334.01	42
9692	42967SV6839766	FL	Silver	334.19	40
2096	63408CJ6500184	FL	Silver	335.07	48
15614	42179PE6373850	FL	Silver	335.09	2
14475	73298TC4446621	FL	Silver	335.1	50
2098	27436SX4315400	FL	Silver	335.25	37
7329	81441SX9586256	FL	Silver	335.44	26
6203	73855BC2879085	FL	Silver	335.85	42
10648	93016OF2614773	FL	Silver	335.85	56
10893	81806IV1418153	FL	Silver	335.87	5
14372	59577HC0959120	FL	Silver	335.87	30
1708	56347PW1250753	FL	Silver	336.26	28
1128	94605LV6943059	FL	Silver	336.39	64
15834	99773NW2326434	FL	Silver	336.39	5
19622	73202PC1886329	FL	Silver	336.39	57
19658	92057UM6448099	FL	Silver	336.39	17
709	51300FN7368219	FL	Silver	336.57	61
15360	39658XE5919977	FL	Silver	336.7	20
4644	24797ZP7063598	FL	Silver	336.97	66
3033	88904PD3920118	FL	Silver	337.07	5
7896	61994QB9182815	FL	Silver	337.07	57
15027	87458EC6328538	FL	Silver	337.07	17
16616	89098DH7980208	FL	Silver	337.07	64
21378	38681EF7027377	FL	Silver	337.14	60
1278	88505PE1305638	FL	Silver	337.32	17
9473	84485CO8141763	FL	Silver	337.32	51
12756	72399KN9041390	FL	Silver	337.54	28
510	73442WY2126329	FL	Silver	337.61	50
22219	27527ZU1912352	FL	Silver	337.74	4
12634	40419IA8479298	FL	Silver	337.77	27
8361	12476HS8897361	FL	Silver	338.29	50
19537	72307EQ7403412	FL	Silver	338.35	34
19465	32212CF3559777	FL	Silver	338.38	2
10749	20177GF7991242	FL	Silver	338.54	16
12218	57680TK8389466	FL	Silver	338.74	11
11689	45395BU5499236	FL	Silver	338.75	20
14904	80800NT5984559	FL	Silver	338.75	33
19998	98547FW7122597	FL	Silver	338.75	23
13549	94662XK0241135	FL	Silver	338.79	12
967	34980SC0306901	FL	Silver	338.91	5
11514	00008QB9493738	FL	Silver	338.91	30
2031	94565HG5268846	FL	Silver	339.6	49
2138	16229LJ3784345	FL	Silver	339.6	57
12877	62542CW1292238	FL	Silver	339.6	48
16145	30456EU5420993	FL	Silver	339.6	34
16204	04974KF6453766	FL	Silver	339.6	17
18512	72389GX7289301	FL	Silver	339.6	5
20291	57262NL0451433	FL	Silver	339.6	30
21785	48992GI4019577	FL	Silver	339.6	54
22145	08688YP5162115	FL	Silver	339.6	64
18816	14430OS9712513	FL	Silver	339.69	11
11461	70163YQ7872536	FL	Silver	340.05	59
13704	95441XW6504690	FL	Silver	340.29	1
462	45287JN0875080	FL	Silver	340.66	5
9581	10002XF4003876	FL	Silver	340.66	30
17159	75073JB2203035	FL	Silver	340.68	40
19410	10980ZX8555191	FL	Silver	341.07	56
745	35051QY0412962	FL	Silver	341.18	43
1762	18078WR5501856	FL	Silver	341.37	5
10363	81082SM2573592	FL	Silver	341.37	17
11138	76982KM2098395	FL	Silver	341.37	57
22020	24156MQ0214506	FL	Silver	341.37	64
6625	67812NW8627618	FL	Silver	341.68	30
20001	29916XQ2388930	FL	Silver	341.68	5
5264	97948EJ7962528	FL	Silver	341.72	61
19047	06783TG0827223	FL	Silver	341.72	33
3260	18339RR2199063	FL	Silver	341.79	5
7486	46765TB3201176	FL	Silver	341.79	30
15250	95809FB6130188	FL	Silver	341.8	30
19517	47252VA3974422	FL	Silver	341.8	5
11342	09762DI7288407	FL	Silver	342.77	35
503	27923XR9858766	FL	Silver	342.81	5
13252	75277MQ4827533	FL	Silver	342.81	30
6084	86015FF5072465	FL	Silver	343.0	11
5409	38198MN8729575	FL	Silver	343.12	8
13482	39838XG7203221	FL	Silver	343.12	41
2443	37445FN9120011	FL	Silver	343.92	5
10740	72504KC0424828	FL	Silver	343.92	30
9482	13554QM2815515	FL	Silver	344.66	30
2137	06719QG5049335	FL	Silver	344.67	55
17630	55954PG5803575	FL	Silver	344.98	49
22181	39458UZ3355076	FL	Silver	345.08	25
7775	94258XM3951439	FL	Silver	345.72	25
4800	72023IF7542893	FL	Silver	345.91	14
19020	63934TM7438930	FL	Silver	345.91	63
12529	28371BF4820529	FL	Silver	345.93	17
17728	88328HX9028527	FL	Silver	346.05	22
2806	98613OK5982175	FL	Silver	346.18	54
6671	63222QK7322842	FL	Silver	346.18	34
7178	86591WB5517475	FL	Silver	346.18	64
8332	39525EL6476473	FL	Silver	346.18	57
9463	54769IG2249263	FL	Silver	346.18	17
14747	25077RR4193209	FL	Silver	346.18	30
16974	98528HL5271685	FL	Silver	346.18	48
17525	82190YP9907769	FL	Silver	346.18	49
22122	55712PP5785042	FL	Silver	346.18	5
11346	65300CS0016580	FL	Silver	346.33	64
10094	14397HW0230901	FL	Silver	346.37	60
18360	68704KA4306297	FL	Silver	346.5	26
8958	47964JT6045608	FL	Silver	346.89	35
10470	02714XG8830412	FL	Silver	346.89	24
11842	39169LL8728267	FL	Silver	346.89	8
15946	84798PD2561620	FL	Silver	346.89	11
16091	36262KC0871657	FL	Silver	346.89	13
19050	43701GJ3018736	FL	Silver	346.89	27
19371	36958ZV8214946	FL	Silver	346.89	40
20620	38201RL5206157	FL	Silver	346.89	53
21566	16555WJ2564702	FL	Silver	346.89	56
225	37461ON0313388	FL	Silver	346.97	58
4430	87987ST4243981	FL	Silver	347.17	40
5719	71322SJ6431499	FL	Silver	347.17	56
5598	77725RK1536319	FL	Silver	347.86	30
21766	22061OG7308118	FL	Silver	347.86	5
8945	42223IS0025776	FL	Silver	348.07	21
14988	82920JB6099722	FL	Silver	348.07	11
6347	31791WG1373583	FL	Silver	348.58	11
18325	32474NE3574033	FL	Silver	348.83	20
5608	54830WO8431482	FL	Silver	349.26	51
10260	92227RF5502370	FL	Silver	349.26	13
15465	21395YJ6872791	FL	Silver	349.28	31
17772	98568RT4446882	FL	Silver	349.99	14
15492	49576GL4431633	FL	Silver	350.04	48
9833	39770ZR2760465	FL	Silver	350.3	40
11162	26075IL5411929	FL	Silver	350.3	56
9647	60142JQ1476536	FL	Silver	350.39	52
2938	13906OK7977990	FL	Silver	350.54	40
17118	90586SP2092056	FL	Silver	350.54	56
20536	95912OR2201843	FL	Silver	350.66	29
16441	35845BF8942602	FL	Silver	350.83	37
18268	14351RI8872584	FL	Silver	350.94	38
12089	48041SG1467215	FL	Silver	352.04	60
1005	40986LU7640997	FL	Silver	352.84	4
4880	58205QL4059046	FL	Silver	353.1	13
13242	32905JX4384951	FL	Silver	353.43	43
16718	03853BX0234950	FL	Silver	353.45	9
5990	51743KO4224650	FL	Silver	353.48	64
3985	95740DL3413172	FL	Silver	353.59	8
4486	13733HI2370550	FL	Silver	353.59	53
5200	57570ND1438175	FL	Silver	353.59	13
6944	81873KZ1357250	FL	Silver	353.59	24
7876	24254MC9202544	FL	Silver	353.59	11
11878	45128HA4594197	FL	Silver	353.59	27
18401	61654MY0375983	FL	Silver	353.59	40
18878	77718EI5289318	FL	Silver	353.59	35
21301	66837US7925527	FL	Silver	353.59	56
12708	72434TB2986773	FL	Silver	353.87	61
15887	20213FC2768376	FL	Silver	354.08	34
17800	68210RJ6425874	FL	Silver	354.09	6
8319	24592JF7821956	FL	Silver	354.28	49
13410	45269BE1553683	FL	Silver	354.29	10
10223	44712CU7464531	FL	Silver	354.49	11
15811	35824RM6055827	FL	Silver	354.71	21
1089	53276JY3556475	FL	Silver	354.98	45
2986	98595KW7673677	FL	Silver	355.62	57
7951	76808EB7052435	FL	Silver	355.96	52
6740	90078KM7611831	FL	Silver	356.11	1
21409	36137WZ9469091	FL	Silver	356.2	3
11398	70385IS8517549	FL	Silver	356.22	31
12120	68994TK7150357	FL	Silver	356.22	38
12965	26794TQ3875344	FL	Silver	356.22	29
17081	09051OY6110584	FL	Silver	356.22	14
18404	46045YA5777441	FL	Silver	356.22	18
18165	09879UG0183197	FL	Silver	356.38	15
18759	24091DW9624656	FL	Silver	356.52	40
17505	01138BB2913375	FL	Silver	356.59	12
7926	86244HN1231731	FL	Silver	356.93	56
5948	97564FR3181800	FL	Silver	356.98	42
17134	55759JO3066704	FL	Silver	357.59	50
2508	64949GD8556549	FL	Silver	358.04	46
6951	97518MC5850345	FL	Silver	358.06	66
22123	77311RZ4793124	FL	Silver	358.14	3
3871	52034WV5913416	FL	Silver	358.52	56
18426	12837GX6614938	FL	Silver	358.52	40
13737	28034RO2419579	FL	Silver	359.3	59
5764	33796VB0348295	FL	Silver	359.34	28
12779	00844UC8965506	FL	Silver	359.34	26
19941	53053IS6800162	FL	Silver	359.34	52
21962	77720PF7618566	FL	Silver	359.34	51
2565	91816QP9084951	FL	Silver	359.69	10
20134	76748SB8963162	FL	Silver	359.73	8
15310	40473TO3280749	FL	Silver	359.89	1
9683	82643BR3025377	FL	Silver	360.39	53
20660	05061CI9184546	FL	Silver	360.39	49
18960	67944HH6874192	FL	Silver	360.51	24
539	74477OC4409107	FL	Silver	360.7	30
10762	47409YI0915839	FL	Silver	360.7	5
14872	61838KM3002167	FL	Silver	360.81	50
12287	19955MH7469115	FL	Silver	360.86	5
14253	14821VU5537851	FL	Silver	361.06	50
3879	04982TQ9768328	FL	Silver	361.24	46
7796	97085YF7991208	FL	Silver	361.51	22
17860	00915ME5651320	FL	Silver	361.73	7
6919	71973LG5999648	FL	Silver	361.8	35
11960	21177DS7367706	FL	Silver	361.8	25
5121	14819RS8993363	FL	Silver	361.87	57
9571	73656KI7112987	FL	Silver	361.87	64
15128	36259TE4613618	FL	Silver	361.87	5
21577	02984IU7586550	FL	Silver	361.87	17
9934	68236TR0451646	FL	Silver	362.19	37
3154	81318FH3928065	FL	Silver	362.25	5
440	93259KE6714707	FL	Silver	362.58	51
4493	15100SZ1022328	FL	Silver	362.58	28
8224	26768AU1186184	FL	Silver	362.58	52
13594	20485IO6398843	FL	Silver	362.58	26
12563	96135KI6789784	FL	Silver	362.61	26
4836	93448FR5350961	FL	Silver	362.83	26
5784	91845CJ2665933	FL	Silver	362.83	51
9206	63852VP4367064	FL	Silver	362.83	52
16753	15220NA4824730	FL	Silver	362.83	28
5942	65509DS2332320	FL	Silver	363.12	18
19461	65563BO2066893	FL	Silver	363.46	58
469	23173TM4588374	FL	Silver	364.04	67
6100	69198PB6498414	FL	Silver	364.04	39
137	12128CA7029114	FL	Silver	364.35	16
8573	92012NG1792867	FL	Silver	364.35	15
8900	63345WE4128589	FL	Silver	364.35	35
7688	20080WN4519206	FL	Silver	364.37	57
